Title,Product Number,Image,Size,Packaging,Inner Price,Case Price,UPC,Availability,Description,Features
"Plastic Table Roll - Navy Blue 40"" x 100`",85-0004NV,https://portofino.azureedge.net/85-0004NV.jpg,"40"" x 100`",6ROLL/INNER / 6ROLL/CASE,$4.25 EA,$4.25 EA,745720641347,43 Cases and 0 Inner,Turn drab into ta-da! Each table cover roll measures 40 inches and is perfect for adding color to any table.,"['Each roll is 100 feet.', ' Available 6 rolls per case.']"
"Plastic Table Roll - Orange 40"" x 100`",85-0004OR,https://portofino.azureedge.net/85-0004OR.jpg,"40"" x 100`",6ROLL/INNER / 6ROLL/CASE,$4.25 EA,$4.25 EA,745720611388,17 Cases and 0 Inner,Turn drab into ta-da! Each table cover roll measures 40 inches and is perfect for adding color to any table.,"['Each roll is 100 feet.', ' Available 6 rolls per case.']"
"Plastic Table Roll - Pink 40"" x 100`",85-0004PK,https://portofino.azureedge.net/85-0004PK.jpg,"40"" x 100`",6ROLL/INNER / 6ROLL/CASE,$4.25 EA,$4.25 EA,745720611241,51 Cases and 0 Inner,Turn drab into ta-da! Each table cover roll measures 40 inches and is perfect for adding color to any table.,"['Each roll is 100 feet.', ' Available 6 rolls per case.']"
"Plastic Table Roll - Purple 40"" x 100`",85-0004PU,https://portofino.azureedge.net/85-0004PU.jpg,"40"" x 100`",6ROLL/INNER / 6ROLL/CASE,$4.25 EA,$4.25 EA,745720025932,60 Cases and 0 Inner,Turn drab into ta-da! Each table cover roll measures 40 inches and is perfect for adding color to any table.,"['Each roll is 100 feet.', ' Available 6 rolls per case.']"
"Plastic Table Roll - Royal Blue 40"" x 100`",85-0004RB,https://portofino.azureedge.net/85-0004RB.jpg,"40"" x 100`",6ROLL/INNER / 6ROLL/CASE,$4.25 EA,$4.25 EA,745720641385,14 Cases and 0 Inner,Turn drab into ta-da! Each table cover roll measures 40 inches and is perfect for adding color to any table.,"['Each roll is 100 feet.', ' Available 6 rolls per case.']"
"Plastic Table Roll - Red 40"" x 100`",85-0004RD,https://portofino.azureedge.net/85-0004RD.jpg,"40"" x 100`",6ROLL/INNER / 6ROLL/CASE,$4.25 EA,$4.25 EA,745720641392,157 Cases and 0 Inner,Turn drab into ta-da! Each table cover roll measures 40 inches and is perfect for adding color to any table.,"['Each roll is 100 feet.', ' Available 6 rolls per case.']"
"Plastic Table Roll - Silver 40"" x 100`",85-0004SV,https://portofino.azureedge.net/85-0004SV.jpg,"40"" x 100`",6ROLL/INNER / 6ROLL/CASE,$4.25 EA,$4.25 EA,745720641408,37 Cases and 0 Inner,Turn drab into ta-da! Each table cover roll measures 40 inches and is perfect for adding color to any table.,"['Each roll is 100 feet.', ' Available 6 rolls per case.']"
"Plastic Table Roll - Turquoise 40"" x 100`",85-0004TQ,https://portofino.azureedge.net/85-0004TQ.jpg,"40"" x 100`",6ROLL/INNER / 6ROLL/CASE,$4.25 EA,$4.25 EA,745720254929,26 Cases and 0 Inner,Turn drab into ta-da! Each table cover roll measures 40 inches and is perfect for adding color to any table.,"['Each roll is 100 feet.', ' Available 6 rolls per case.']"
"Plastic Table Roll - White 40"" x 100`",85-0004WH,https://portofino.azureedge.net/85-0004WH.jpg,"40"" x 100`",6ROLL/INNER / 6ROLL/CASE,$4.25 EA,$4.25 EA,745720611272,179 Cases and 0 Inner,Turn drab into ta-da! Each table cover roll measures 40 inches and is perfect for adding color to any table.,"['Each roll is 100 feet.', ' Available 6 rolls per case.']"
"Plastic Table Roll - Yellow 40"" x 100`",85-0004YE,https://portofino.azureedge.net/85-0004YE.jpg,"40"" x 100`",6ROLL/INNER / 6ROLL/CASE,$4.25 EA,$4.25 EA,745720037898,15 Cases and 0 Inner,Turn drab into ta-da! Each table cover roll measures 40 inches and is perfect for adding color to any table.,"['Each roll is 100 feet.', ' Available 6 rolls per case.']"
"Plastic Round Table Covers - White 84""",85-0001WH,https://portofino.azureedge.net/85-0001WH.jpg,"84""",4DZ/INNER / 4DZ/CASE,$7.50 EA,$7.50 EA,745720611159,13 Cases and 0 Inner,"Turn drab into ta-da! Each round table cover measures 84"" and is perfect for adding color to any table.","['Packaged flat.', ' Available  four dozens per case.']"
Metallic Foil Table Skirt 14ft - Aqua,75-1529AQ,https://portofino.azureedge.net/75-1529AQ.jpg,"30"" x 14ft",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745910729879,25 Cases and 0 Inner,,
Metallic Foil Table Skirt 14ft - Black,75-1529BK,https://portofino.azureedge.net/75-1529BK.jpg,"30"" x 14ft",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745910729886,Please contact us for availability.,,
Metallic Foil Table Skirt 14ft - Fuchsia,75-1529FS,https://portofino.azureedge.net/75-1529FS.jpg,"30"" x 14ft",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745910728995,21 Cases and 1 Inner,,
Metallic Foil Table Skirt 14ft - Gold,75-1529GD,https://portofino.azureedge.net/75-1529GD.jpg,"30"" x 14ft",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745910728957,27 Cases and 1 Inner,,
Metallic Foil Table Skirt 14ft - Green,75-1529GR,https://portofino.azureedge.net/75-1529GR.jpg,"30"" x 14ft",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745910729008,24 Cases and 1 Inner,,
Metallic Foil Table Skirt 14ft - Pink,75-1529PK,https://portofino.azureedge.net/75-1529PK.jpg,"30"" x 14ft",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745910729909,17 Cases and 0 Inner,,
Metallic Foil Table Skirt 14ft - Purple,75-1529PU,https://portofino.azureedge.net/75-1529PU.jpg,"30"" x 14ft",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745910729916,28 Cases and 0 Inner,,
Metallic Foil Table Skirt 14ft - Royal Blue,75-1529RB,https://portofino.azureedge.net/75-1529RB.jpg,"30"" x 14ft",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745910728988,16 Cases and 0 Inner,,
Metallic Foil Table Skirt 14ft - Red,75-1529RD,https://portofino.azureedge.net/75-1529RD.jpg,"30"" x 14ft",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745910728971,1 Case and 1 Inner,,
Metallic Foil Table Skirt 14ft - Rose Gold,75-1529RG,https://portofino.azureedge.net/75-1529RG.jpg,"30"" x 14ft",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745910729923,35 Cases and 1 Inner,,
Metallic Foil Table Skirt 14ft - Silver,75-1529SV,https://portofino.azureedge.net/75-1529SV.jpg,"30"" x 14ft",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745910728964,27 Cases and 1 Inner,,
Metallic Foil Table Skirt 14ft - White,75-1529WH,https://portofino.azureedge.net/75-1529WH.jpg,"30"" x 14ft",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745910729978,21 Cases and 0 Inner,,
Metallic Foil Table Skirt 14ft - White Iridescent,75-1529WHAB,https://portofino.azureedge.net/75-1529WHAB.jpg,"30"" x 14ft",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745910729930,14 Cases and 1 Inner,,
Poly Resin Angel Figurine in Open Hands w/ Cross 9 ¾”,PRE989BMC,https://portofino.azureedge.net/PRE989BMC.jpg,9¾”,6EA/INNER / 12EA/CASE,$6.95 EA,$6.50 EA,745720002445,15 Cases and 0 Inner,"Ideal for all occassions, this charming poly resin figurine is ready for your event!  Hand painted details throughout, use additional trimming to create unique centerpieces and floral arrangements.",
Poly Resin Angel Figurine in Open Hands w/ Cross 9 ¾”,PRE989GMC,https://portofino.azureedge.net/PRE989GMC.jpg,9¾”,6EA/INNER / 12EA/CASE,$6.95 EA,$6.50 EA,745720002452,15 Cases and 0 Inner,"Ideal for all occassions, this charming poly resin figurine is ready for your event! Hand painted details throughout, use additional trimming to create unique centerpieces and floral arrangements.",
Poly Resin Angel Figurine in Open Hands w/ Cross 9 ¾”,PRE989WH,https://portofino.azureedge.net/PRE989WH.jpg,9¾”,6EA/INNER / 12EA/CASE,$6.95 EA,$6.50 EA,745720002469,16 Cases and 1 Inner,"Ideal for all occassions, this charming poly resin figurine is ready for your event! Hand painted details throughout, use additional trimming to create unique centerpieces and floral arrangements.",
Poly Resin Angel Figurine w/ Dove & Chalice 7 ½”,PRE991BMC,https://portofino.azureedge.net/PRE991BMC.jpg,7½”,18EA/INNER / 36EA/CASE,$5.50 EA,$4.95 EA,745720002681,9 Cases and 0 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
Poly Resin Angel Figurine w/ Dove & Chalice 7 ½”,PRE991GMC,https://portofino.azureedge.net/PRE991GMC.jpg,7½”,18EA/INNER / 36EA/CASE,$5.50 EA,$4.95 EA,745720002728,8 Cases and 0 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
"Poly Resin Angel Figurine w/ Sheer Wings 9""",PRE920B,https://portofino.azureedge.net/PRE920B.jpg,"9""",6EA/INNER / 12EA/CASE,$4.95 EA,$4.50 EA,745720231661,19 Cases and 1 Inner,"Ideal for all occasions, this charming 9"" poly resin light up figurine are ready for your event!  Use additional trimming to create unique centerpieces and floral arrangements.","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
"Poly Resin Angel Figurine w/ Sheer Wings 9""",PRE920G,https://portofino.azureedge.net/PRE920G.jpg,"9""",6EA/INNER / 12EA/CASE,$4.95 EA,$4.50 EA,745720231654,14 Cases and 0 Inner,"Ideal for all occasions, this charming 9"" poly resin light up figurine are ready for your event!  Use additional trimming to create unique centerpieces and floral arrangements.","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
Poly Resin Angel Figurine in Open Hands w/ Cross 7 ¾”,PRE990BMC,https://portofino.azureedge.net/PRE990BMC.jpg,7¾”,12EA/INNER / 24EA/CASE,$3.95 EA,$3.50 EA,745720002476,17 Cases and 0 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
Poly Resin Angel Figurine in Open Hands w/ Cross 7 ¾”,PRE990GMC,https://portofino.azureedge.net/PRE990GMC.jpg,7¾”,12EA/INNER / 24EA/CASE,$3.95 EA,$3.50 EA,745720002483,17 Cases and 0 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
Poly Resin Angel Figurine in Open Hands w/ Cross 7 ¾”,PRE990WH,https://portofino.azureedge.net/PRE990WH.jpg,7¾”,12EA/INNER / 24EA/CASE,$3.95 EA,$3.50 EA,745720002506,19 Cases and 0 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
"Poly Resin Angel Figurine w/ Sheer Feathered Wings 6½""",PRE770BMC,https://portofino.azureedge.net/PRE770BMC.jpg,6½”,24EA/INNER / 48EA/CASE,$3.25 EA,$3.00 EA,745720125519,22 Cases and 0 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
"Poly Resin Angel Figurine w/ Sheer Feathered Wings 6½""",PRE770GMC,https://portofino.azureedge.net/PRE770GMC.jpg,6½”,24EA/INNER / 48EA/CASE,$3.25 EA,$3.00 EA,745720125526,17 Cases and 0 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
"Poly Resin Angel Figurine w/ Sheer Feathered Wings 6½""",PRE770WH,https://portofino.azureedge.net/PRE770WH.jpg,6½”,24EA/INNER / 48EA/CASE,$3.25 EA,$3.00 EA,745720125533,14 Cases and 0 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
"Poly Resin Angel Figurine w/ Sheer Feathered Wings 7""",PRE773BMC,https://portofino.azureedge.net/PRE773BMC.jpg,"7""",24EA/INNER / 48EA/CASE,$3.25 EA,$3.00 EA,745720125601,10 Cases and 0 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
"Poly Resin Angel Figurine w/ Sheer Feathered Wings 7""",PRE773GMC,https://portofino.azureedge.net/PRE773GMC.jpg,"7""",24EA/INNER / 48EA/CASE,$3.25 EA,$3.00 EA,745720125618,10 Cases and 0 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
"Poly Resin Angel Figurine w/ Sheer Feathered Wings 7""",PRE773WH,https://portofino.azureedge.net/PRE773WH.jpg,"7""",24EA/INNER / 48EA/CASE,$3.25 EA,$3.00 EA,745720125625,12 Cases and 0 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
"Poly Resin Angel Figurine w/ Sheer Feathered Wings 6""",PRE641B,https://portofino.azureedge.net/PRE641B.jpg,"6""",24EA/INNER / 48EA/CASE,$2.05 EA,$1.80 EA,745720992036,3 Cases and 1 Inner,"Ideal for all occasions, this charming 6"" poly resin light up figurine are ready for your event!  Use additional trimming to create unique centerpieces and floral arrangements.","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
"Poly Resin Angel Figurine w/ Sheer Feathered Wings 6""",PRE641G,https://portofino.azureedge.net/PRE641G.jpg,"6""",24EA/INNER / 48EA/CASE,$2.05 EA,$1.80 EA,745720992043,4 Cases and 1 Inner,"Ideal for all occasions, this charming 6"" poly resin light up figurine are ready for your event!  Use additional trimming to create unique centerpieces and floral arrangements.","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
"Poly Resin Angel Figurine w/ Cross 6""",PRE695B,https://portofino.azureedge.net/PRE695B.jpg,"6""",24EA/INNER / 48EA/CASE,$2.05 EA,$1.80 EA,745720264126,13 Cases and 1 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Feather wings attached', 'Hand painted']"
"Poly Resin Angel Figurine w/ Cross 6""",PRE695G,https://portofino.azureedge.net/PRE695G.jpg,"6""",24EA/INNER / 48EA/CASE,$2.05 EA,$1.80 EA,745720264133,11 Cases and 1 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Feather wings attached', 'Hand painted']"
Poly Resin Angel Figurine Cross 4”,PRE413BMC,https://portofino.azureedge.net/PRE413BMC.jpg,"4""",36EA/INNER / 72EA/CASE,$1.50 EA,$1.40 EA,745720994146,16 Cases and 0 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
Poly Resin Angel Figurine Cross 4”,PRE413GMC,https://portofino.azureedge.net/PRE413GMC.jpg,"4""",36EA/INNER / 72EA/CASE,$1.50 EA,$1.40 EA,745720994153,11 Cases and 1 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
Poly Resin Angel Figurine Cross 2 Assrt 4”,PRE413WH,https://portofino.azureedge.net/PRE413WH.jpg,"4""",36EA/INNER / 72EA/CASE,$1.50 EA,$1.40 EA,745720994160,7 Cases and 1 Inner,"Ideal for all occasions, this charming poly resin angel is ready for your event!","['Made of polyresin', 'Nylon wings attached', 'Hand painted']"
"Poly Resin Baby Figurine Girl w/ Plastic Bottle 9""",PRE88/09G,https://portofino.azureedge.net/PRE88-09G.jpg,"9""",6EA/INNER / 12EA/CASE,$6.00 EA,$5.40 EA,745720966051,2 Cases and 1 Inner,"Standing at 9, this charming poly resin baby is ready for your event!  Hand painted details throughout and accented with plastic bottle. All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Poly Resin Baby Figurine Favors 3""",REC052G,https://portofino.azureedge.net/REC052G.jpg,"3""",6DZ/INNER / 12DZ/CASE,$5.85 EA,$5.40 EA,745720994535,1 Case and 1 Inner,"Ideal for decorating a baptism party, this figurine is delightful in its look and feel. Made of polyresin, the cross is a must have for the important event.  All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Poly Resin Baby Figurine Boy on Rocking Horse 10""",PRE1008B,https://portofino.azureedge.net/PRE1008B.jpg,"6½” X 3½” X 10""",12EA/INNER / 24EA/CASE,$4.50 EA,$3.95 EA,745720019474,11 Cases and 0 Inner,"Rocking away on his rocking horse, this adorable 10 poly resin baby boy is too cute for words. It is ideal for creating centerpieces and arrangements for your next baby shower! All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Poly Resin Baby Figurine Girl on Rocking Horse 10""",PRE1008G,https://portofino.azureedge.net/PRE1008G.jpg,"6½” X 3½” X 10""",12EA/INNER / 24EA/CASE,$4.50 EA,$3.95 EA,745720019467,10 Cases and 1 Inner,"Rocking away on her rocking horse, this adorable 10 poly resin baby girl is too cute for words. Ideal for creating centerpieces and arrangements for your next baby shower! All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
Poly Resin Baby in Blanket w/ Dove & Candle Figurine 7½”,PRE988B,https://portofino.azureedge.net/PRE988B.jpg,7½”,12EA/INNER / 24EA/CASE,$5.25 EA,$4.75 EA,745720002421,24 Cases and 1 Inner,"Ideal for decorating a baptism party, this figurine is delightful in its look and feel. Made of polyresin, the cross is a must have for the important event.  All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
Poly Resin Baby in Blanket w/ Dove & Candle Figurine 7½”,PRE988G,https://portofino.azureedge.net/PRE988G.jpg,7½”,12EA/INNER / 24EA/CASE,$5.25 EA,$4.75 EA,745720002438,25 Cases and 0 Inner,"Ideal for decorating a baptism party, this figurine is delightful in its look and feel. Made of polyresin, the cross is a must have for the important event.  All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
Poly Resin Baptism  Family 7”,PRE1058,https://portofino.azureedge.net/PRE1058.jpg,"5¼"" X 2¾” X 7”",12EA/INNER / 12EA/CASE,$3.95 EA,$3.95 EA,745721067306,38 Cases and 0 Inner,"Create a one-of-a-kind centerpiece with this 7 inch figurine. Painted in vibrant colors, it depicts a baby being baptized. Combine with our line of pillars to give it height, while adding your favorite trims or florals to make it yours.",
Poly Resin Baby Figurine for Baptism w/ Cross 4 ½”,PRE985WH,https://portofino.azureedge.net/PRE985WH.jpg,4½”,36EA/INNER / 72EA/CASE,$1.25 EA,$0.95 EA,745720011669,2 Cases and 1 Inner,"Ideal for decorating a baptism party, this figurine is delightful in its look and feel. Made of polyresin, the cross is a must have for the important event.  All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
Poly Resin Baby Figurine for Baptism w/ Cross 4 ½”,PRE985BMC,https://portofino.azureedge.net/PRE985BMC.jpg,4½”,36EA/INNER / 72EA/CASE,$1.25 EA,$0.95 EA,745720002001,3 Cases and 0 Inner,"Ideal for baptism, this charming poly resin figurine is ready for your event!  Hand painted details throughout, use additional trimming to create unique centerpieces and floral arrangements. All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
Poly Resin Baby Figurine for Baptism w/ Cross 4 ½”,PRE985GMC,https://portofino.azureedge.net/PRE985GMC.jpg,4½”,36EA/INNER / 72EA/CASE,$1.25 EA,$0.95 EA,745720001998,5 Cases and 0 Inner,"Ideal for decorating a baptism party, this figurine is delightful in its look and feel. Made of polyresin, the cross is a must have for the important event.  All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
Poly Resin First Communion Boy 8”,PRE1054B,https://portofino.azureedge.net/PRE1054B.jpg,"4"" X 3” X 8”",9EA/INNER / 18EA/CASE,$4.95 EA,$4.35 EA,745721067252,3 Cases and 1 Inner,"Create unique tablescapes with this 8 inch figurine. Painted in full color, this figurine depicts a girl getting ready for his first communion.",
Poly Resin First Communion Girl 8”,PRE1054G,https://portofino.azureedge.net/PRE1054G.jpg,"4"" X 3” X 8”",9EA/INNER / 18EA/CASE,$4.95 EA,$4.35 EA,745721067245,7 Cases and 1 Inner,"Create unique tablescapes with this 8 inch figurine. Painted in full color, this figurine depicts a boy getting ready for his first communion.",
Poly Resin First Communion Boy w/ Jesus  7 ¾”,PRE992B,https://portofino.azureedge.net/PRE992B.jpg,7¾”,18EA/INNER / 36EA/CASE,$2.95 EA,$2.75 EA,745720005903,17 Cases and 1 Inner,"Ideal for first cimmunion, this charming poly resin figurine is ready for your event!  Hand painted details throughout, use additional trimming to create unique centerpieces and floral arrangements. All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
Poly Resin First Communion Girl w/ Jesus  7 ¾”,PRE992G,https://portofino.azureedge.net/PRE992G.jpg,7¾”,18EA/INNER / 36EA/CASE,$2.95 EA,$2.75 EA,745720005958,16 Cases and 1 Inner,All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.,
Poly Resin First Communion Boy w/ Dove Chalice 6 ½”,PRE1002B,https://portofino.azureedge.net/PRE1002B.jpg,"4"" X 2"" X 6½”",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745720019214,73 Cases and 1 Inner,"This 6 ¦ poly resin figurine depicts a boy receiving his first communion surrounded by a chalice, a dove and Jesus. It is ideal for creating centerpieces, arrangements, and favors. All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
Poly Resin First Communion Girl w/ Dove Chalice 6 ½”,PRE1002G,https://portofino.azureedge.net/PRE1002G.jpg,"4"" X 2"" X 6½”",12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745720019207,74 Cases and 0 Inner,"This 6 ¦ poly resin figurine depicts a girl receiving his first communion surrounded by a chalice, a dove and Jesus. Ideal for creating centerpieces, arrangements, and favors.",
Poly Resin First Communion Boy w/ Cross 6¼””,PRE1004B,https://portofino.azureedge.net/PRE1004B.jpg,4¼” X 1¾” X 6¼”,12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745720019252,45 Cases and 0 Inner,"This  6 poly resin figurine depicts a boy receiving his first communion as he knees before Jesus. It is ideal for creating centerpieces, arrangements, and favors. All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
Poly Resin First Communion Girl w/ Cross 6¼””,PRE1004G,https://portofino.azureedge.net/PRE1004G.jpg,4¼” X 1¾” X 6¼”,12EA/INNER / 24EA/CASE,$2.95 EA,$2.75 EA,745720019245,45 Cases and 0 Inner,"This 6 poly resin figurine depicts a girl receiving his first communion as he's kneeling in front of Jesus. Ideal for creating centerpieces, arrangements, and favors. All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
Poly Resin First Communion Boy 7”,PRE1055B,https://portofino.azureedge.net/PRE1055B.jpg,3½ X 2½” X 7”,12EA/INNER / 24EA/CASE,$2.50 EA,$2.25 EA,745721067368,30 Cases and 0 Inner,"Depicted in full color, this 7 inch figurine is ideal as an accent piece for any tablescape or arrangement.",
Poly Resin First Communion Girl 7”,PRE1055G,https://portofino.azureedge.net/PRE1055G.jpg,3½ X 2½” X 7”,12EA/INNER / 24EA/CASE,$2.50 EA,$2.25 EA,745721067269,30 Cases and 1 Inner,"Depicted in full color, this 7 inch figurine is ideal as an accent piece for any tablescape or arrangement.",
"Poly Resin First Communion Figurine Boy 8""",PRE833B,https://portofino.azureedge.net/PRE833B.jpg,"8""",18EA/INNER / 36EA/CASE,$1.85 EA,$1.65 EA,745720219232,17 Cases and 0 Inner,"Ideal for first communion, this charming poly resin figurine is ready for your event!  Hand painted details throughout, use additional trimming to create unique centerpieces and floral arrangements. All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.",
"Poly Resin First Communion Figurine Girl 8""",PRE833G,https://portofino.azureedge.net/PRE833G.jpg,"8""",18EA/INNER / 36EA/CASE,$1.85 EA,$1.65 EA,745720219249,8 Cases and 0 Inner,"Ideal for all occasions, this charming polyresin figurine is ready for your event!  All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.","['Made of polyresin', 'Hand painted']"
Acrylic Cake Pop Stand  - Clear,15-0738,https://portofino.azureedge.net/15-0738.jpg,"11 X 4¾ X 2"",  21 HOLES",8EA/INNER / 8EA/CASE,$6.95 EA,$6.50 EA,745910738543,4 Cases and 0 Inner,"Our crystal clear acrylic cake pop stands were made to keep your safe from falling over or tipping. But also, to ensure they look their best on any treat buffet or table.  Heavy duty acrylic snaps together and is easily hand washable.",
Poly Resin Graduation Boy 8”,PRE1062B,https://portofino.azureedge.net/PRE1062B.jpg,"2¾"" X 2½” X 8”",12EA/INNER / 24EA/CASE,$2.50 EA,$2.25 EA,745721067351,12 Cases and 0 Inner,"Create a one-of-a-kind centerpiece with this 8 inch figurine. Painted in vibrant colors, it depicts a cherub faced boy in his cap and gown. Combine with our line of pillars to give it height, while adding your favorite trims or florals to make it yours.",
Poly Resin Graduation Girl 8”,PRE1062G,https://portofino.azureedge.net/PRE1062G.jpg,"2¾"" X 2½” X 8”",12EA/INNER / 24EA/CASE,$2.50 EA,$2.25 EA,745721067344,11 Cases and 0 Inner,"Create a one-of-a-kind centerpiece with this 8 inch figurine. Painted in vibrant colors, it depicts a cherub faced girl in her cap and gown. Combine with our line of pillars to give it height, while adding your favorite trims or florals to make it yours.",
36 Cake Pop Stand - Clear,15-0739,https://portofino.azureedge.net/15-0739.jpg,"3  layer (6"" , 8"", 10"") 35 HOLES",6EA/INNER / 6EA/CASE,$16.99 EA,$15.99 EA,745910738550,6 Cases and 0 Inner,"This round acrylic cake pop stand holds up to 35 individual cake pops.  The three stand platforms measure 6 inches, 8 inches and 10 inches in diameter. Made of sturdy, crystal clear acrylic to fit in with any décor style.",
Plastic Treat Stand - White,15-0740,https://portofino.azureedge.net/15-0740.jpg,"12 x 10"", 42 HOLES",8EA/INNER / 8EA/CASE,$10.95 EA,$9.95 EA,745910738567,7 Cases and 0 Inner,"This stand is perfect for both cupcakes and cake pops. Meant to hold either easily, it snaps together for quick use.  Separate to hand wash and air dry.  Spins to allow easy access to your treats.",
Poly Resin Pillar 4 ½”,CP01/05,https://portofino.azureedge.net/CP01-05.jpg,4½”,4DZ/INNER / 8DZ/CASE,$5.95 EA,$5.40 EA,745720791974,55 Cases and 0 Inner,"Great way to add height to any centerpiece, this polyresin pillar is a classic. Can be used in conjunction with our line of mirrors and vases for your next event.  All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.","['Made of polyresin', 'Not food safe']"
"Poly Resin Pillar 3""",CP02/03,https://portofino.azureedge.net/CP02-03.jpg,3”,8DZ/INNER / 16DZ/CASE,$4.25 EA,$3.95 EA,745910700687,8 Cases and 1 Inner,"Great way to add height to any centerpiece, this polyresin pillar is a classic. Can be used in conjunction with our line of mirrors and vases for your next event.  All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.","['Made of polyresin', 'Not food safe']"
"Poly Resin Pillar 7½""",CP01/12,https://portofino.azureedge.net/CP01-12.jpg,"7½""",12EA/INNER / 24EA/CASE,$1.95 EA,$1.80 EA,745720791875,108 Cases and 1 Inner,"Great way to add height to any centerpiece, this polyresin pillar is a classic. Can be used in conjunction with our line of mirrors and vases for your next event.  All Glass Purchasers must agree to our Glass Policy. Please click this LINK to review this policy. You will be asked to agree at checkout.","['Made of polyresin', 'Not food safe']"
